channel_class,merged_file,source_file,job_id,run_id,channel_type,mode,N,sample,n_samples_in_block,orig_s,orig_total,protocol,p,t,status
unitary,2_25.txt,unitary_upper_bound_N2_12181190.out,12181190,20260819_095706_job12181190_unitary_upper_bound_N2,unitary,diff,2,18,25,3,5,SEQ,1.0,18.6,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181190.out,12181190,20260819_095706_job12181190_unitary_upper_bound_N2,unitary,diff,2,18,25,3,5,pQC-CC,1.0,36.5,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181190.out,12181190,20260819_095706_job12181190_unitary_upper_bound_N2,unitary,diff,2,18,25,3,5,QC-SupFO,1.0,7.9,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181190.out,12181190,20260819_095706_job12181190_unitary_upper_bound_N2,unitary,diff,2,18,25,3,5,QC-QC,1.0,9.1,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181190.out,12181190,20260819_095706_job12181190_unitary_upper_bound_N2,unitary,diff,2,18,25,3,5,GEN,1.0,2.3,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181190.out,12181190,20260819_095706_job12181190_unitary_upper_bound_N2,unitary,diff,2,19,25,4,5,PAR,1.0,6.3,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181190.out,12181190,20260819_095706_job12181190_unitary_upper_bound_N2,unitary,diff,2,19,25,4,5,SEQ,1.0,18.7,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181190.out,12181190,20260819_095706_job12181190_unitary_upper_bound_N2,unitary,diff,2,19,25,4,5,pQC-CC,1.0,37.0,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181190.out,12181190,20260819_095706_job12181190_unitary_upper_bound_N2,unitary,diff,2,19,25,4,5,QC-SupFO,1.0,8.0,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181190.out,12181190,20260819_095706_job12181190_unitary_upper_bound_N2,unitary,diff,2,19,25,4,5,QC-QC,1.0,9.1,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181190.out,12181190,20260819_095706_job12181190_unitary_upper_bound_N2,unitary,diff,2,19,25,4,5,GEN,1.0,2.3,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181190.out,12181190,20260819_095706_job12181190_unitary_upper_bound_N2,unitary,diff,2,20,25,5,5,PAR,1.0,6.3,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181190.out,12181190,20260819_095706_job12181190_unitary_upper_bound_N2,unitary,diff,2,20,25,5,5,SEQ,1.0,21.8,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181190.out,12181190,20260819_095706_job12181190_unitary_upper_bound_N2,unitary,diff,2,20,25,5,5,pQC-CC,1.0,42.4,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181190.out,12181190,20260819_095706_job12181190_unitary_upper_bound_N2,unitary,diff,2,20,25,5,5,QC-SupFO,1.0,7.9,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181190.out,12181190,20260819_095706_job12181190_unitary_upper_bound_N2,unitary,diff,2,20,25,5,5,QC-QC,1.0,7.9,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181190.out,12181190,20260819_095706_job12181190_unitary_upper_bound_N2,unitary,diff,2,20,25,5,5,GEN,1.0,2.3,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,21,25,1,5,PAR,1.0,7.5,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,21,25,1,5,SEQ,1.0,19.3,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,21,25,1,5,pQC-CC,1.0,54.3,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,21,25,1,5,QC-SupFO,1.0,7.8,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,21,25,1,5,QC-QC,1.0,9.1,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,21,25,1,5,GEN,1.0,2.4,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,22,25,2,5,PAR,1.0,6.3,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,22,25,2,5,SEQ,1.0,22.3,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,22,25,2,5,pQC-CC,1.0,43.0,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,22,25,2,5,QC-SupFO,1.0,7.9,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,22,25,2,5,QC-QC,1.0,9.1,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,22,25,2,5,GEN,1.0,2.3,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,23,25,3,5,PAR,1.0,6.4,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,23,25,3,5,SEQ,1.0,22.2,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,23,25,3,5,pQC-CC,1.0,43.5,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,23,25,3,5,QC-SupFO,1.0,7.9,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,23,25,3,5,QC-QC,1.0,7.8,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,23,25,3,5,GEN,1.0,2.4,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,24,25,4,5,PAR,1.0,6.3,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,24,25,4,5,SEQ,1.0,18.6,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,24,25,4,5,pQC-CC,1.0,36.5,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,24,25,4,5,QC-SupFO,1.0,8.9,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,24,25,4,5,QC-QC,1.0,7.8,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,24,25,4,5,GEN,1.0,2.4,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,25,25,5,5,PAR,1.0,5.3,Solved
unitary,2_25.txt,unitary_upper_bound_N2_12181200.out,12181200,20260819_101539_job12181200_unitary_upper_bound_N2,unitary,diff,2,25,25,5,5,SEQ,1.0,18.8,Solved
